created_at	screen_name	text
Fri Nov 18 14:55:11 +0000 2016	ghoshsayan	Mr. Prime Minister @narendramodi we are absolutely harrased by your #demonetization move. Plz think first then act.
Fri Nov 18 14:55:11 +0000 2016	Viru_AAP	"RT @_MiteshPatel: You're forgetting the Motive.

#Demonetization Drama is just a PR exercise.
Just a means through which Pro-Feku Media can…"
Fri Nov 18 14:55:10 +0000 2016	satranluv	RT @satranluv: Quick check : Still you think  government s enacting proper measures on #demonetization ? What you say ?
Fri Nov 18 14:55:07 +0000 2016	AltuCovai	RT @TN_PCC: மோடி அரசின்  #demonetization பற்றி முன்னாள் மத்திய நிதி அமைச்சர் திரு ப.சிதம்பரம் அவர்களின் கருத்து. https://t.co/ssLJixynua
Fri Nov 18 14:55:06 +0000 2016	Praveen_1singh	"First the stone pelting stopped and now this!! 
What months of politics and talks couldn't do #demonetization did i… https://t.co/EQz8gWMvVP"
Fri Nov 18 14:55:05 +0000 2016	SamirKakkar	#demonetization #SurgicalStrikeonBlackMoney https://t.co/0FaN6B2WxV
Fri Nov 18 14:55:02 +0000 2016	kadavasach1	RT @ANI_news: Step taken by PM Modi is highly appreciable, but #demonetization is implemented without doing any homework: BJP MP Shatrughan…
Fri Nov 18 14:54:59 +0000 2016	ajay62	"RT @Oneindia: Anna Hazare hails Narendra Modi's #demonetization move as revolutionary.

https://t.co/Z45WkifzPn https://t.co/pSotfuRYHm"
Fri Nov 18 14:54:54 +0000 2016	Dev_rastogi3	"RT @MixedRaita: #EkSacchaKadam has turned into 1.25 Billion steps.
#demonetization 
Salute to you @narendramodi"
Fri Nov 18 14:54:54 +0000 2016	JAMSHED_SARAN	"RT @MrinalPande1: लोहे का स्वाद 
लोहार से मत पूछो,
उस घोड़े से पूछो 
जिसके मुंह में लगाम है।
-धूमिल
 #demonetization https://t.co/cAHDPqaTLQ"
Fri Nov 18 14:54:53 +0000 2016	sethu0424	Our doctor who was accepting only cash from all patients till last week is accepting cards now. Courtesy: @PMOIndia and #demonetization
Fri Nov 18 14:54:52 +0000 2016	Junior_dentist	"9 days, 9 different rules! This clearly shows that the government has failed in the execution of the ""GOOD DECISION""
#demonetization"
Fri Nov 18 14:54:51 +0000 2016	NaliniPurohit	"RT @_Hinduism_: How they change their stance.

After effects of #demonetization https://t.co/kAmiyZuXCJ"
Fri Nov 18 14:54:49 +0000 2016	jhootha_hi_sahi	I am also Ravish Kumar Fan, but this is shocker https://t.co/f6HPmiMWVC #demonetization
Fri Nov 18 14:54:47 +0000 2016	MathanPv_offl	"RT @avadhaar: மோடிய கலாய்க்கிற இடத்துல கூட அஜித்துக்கு அடி,
#நான் ஓட்டுபோட க்யூவில் நின்னேன் 😏😂
#Timepass #modi #demonetization https://t.c…"
Fri Nov 18 14:54:47 +0000 2016	sush091979	"RT @ukshahi: #Demonetization has broken d spine of d corrupt,d criminals nd d terrorists in India.
Blessed are we to be living in times of…"
Fri Nov 18 14:54:46 +0000 2016	VYASNIKHIL	This is the change just after #Demonetization https://t.co/7DQWctik1j
Fri Nov 18 14:54:43 +0000 2016	VedangBhatt	No one (news channels, media, all parties) is supporting PM except citizens and bankers partially.  #demonetization
Fri Nov 18 14:54:42 +0000 2016	DsFarooqshaikh	RT @MumCongress: In last 9 days economy of Mumbai, hits rock bottoms due to #Demonetization. #BlackMoney https://t.co/XC7X6WNcje
Fri Nov 18 14:54:41 +0000 2016	RUSHI13	RT @ANI_news: #FLASH: Election Commission writes to Finance ministry not to use indelible ink in banks. #demonetization
Fri Nov 18 14:54:41 +0000 2016	mirzadawarbaig	"मुद्दतों बोलना बिलकुल ही नहीं सोचना 
डाल देगा हलाकत में सबको 
मोदी जी आपका सरासर झूठ बोलना #demonetization… https://t.co/12ZYz84fbS"
Fri Nov 18 14:54:38 +0000 2016	agrwal_akhil	"RT @ukshahi: #Demonetization has broken d spine of d corrupt,d criminals nd d terrorists in India.
Blessed are we to be living in times of…"
Fri Nov 18 14:54:37 +0000 2016	RUSHI13	RT @sudarsansand: My humble appeal to all to pl have patience and draw what they need from ATMs during this #Demonetization phase. My SandA…
Fri Nov 18 14:54:32 +0000 2016	tripathiamit07	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 14:54:27 +0000 2016	psmanwatkar	RT @jairajp: Sucking blood on one side, other side empty. #DeMonetization. https://t.co/UfHIxPLDI5
Fri Nov 18 14:54:26 +0000 2016	tiru_2000	"RT @IAbhi_s: Don't believe the rumour monger @ArvindKejriwal &amp;his Thulla gang
These are d major benefits of #Demonetization which presstitu…"
Fri Nov 18 14:54:24 +0000 2016	VAvinash	"Janardhan Reddy daughter's marriage invitation
He spent 2.5 Cr on these invitations
&amp; we r struggling to withdraw o… https://t.co/Xv0PflEh7a"
Fri Nov 18 14:54:24 +0000 2016	Ram4Bharatiyata	RT @GehlawatSid: Had BJP leaders got prior info about #demonetization why would he carry 91L cash only to be caught by Maha(BJP govt)Police…
Fri Nov 18 14:54:23 +0000 2016	ironyofindia_	RT @ANI_news: Step taken by PM Modi is highly appreciable, but #demonetization is implemented without doing any homework: BJP MP Shatrughan…
Fri Nov 18 14:54:21 +0000 2016	itsparin	"RT @bindasladki: #EkSacchaKadam has turned into 1.25 Billion steps. Salute to @narendramodi
#demonetization #iamwithmodi #IsupportMyPM #bin…"
Fri Nov 18 14:54:19 +0000 2016	sushil4913	RT @nihalchandindia: पूर्व आरबीआई गवर्नर सुब्बाराव ने विमुद्रीकरण को निवेश के लिए बेहतर बताया । #demonetization https://t.co/32HvIqRt7Z
Fri Nov 18 14:54:18 +0000 2016	nazrah	RT @ANI_news: Step taken by PM Modi is highly appreciable, but #demonetization is implemented without doing any homework: BJP MP Shatrughan…
Fri Nov 18 14:54:18 +0000 2016	pratikbarot91	RT @sudarsansand: My humble appeal to all to pl have patience and draw what they need from ATMs during this #Demonetization phase. My SandA…
Fri Nov 18 14:54:18 +0000 2016	Dhaval999Vora	No one's talking about child trafficking and kashmir. Neither about the inflation. There is so much good abt #demonetization rther than -ve
Fri Nov 18 14:54:17 +0000 2016	boringengg	RT @GehlawatSid: Had BJP leaders got prior info about #demonetization why would he carry 91L cash only to be caught by Maha(BJP govt)Police…
Fri Nov 18 14:54:16 +0000 2016	hpdoshi1	RT @gauravcsawant: Pakistan most unhappy with #demonetization, then armed smugglers, third hawala operators,then terrorists &amp; separatists:…
Fri Nov 18 14:54:15 +0000 2016	amitjha1503	RT @bainjal: Indicative of a huge currency shortage. Daily arbitrary changes in rules. Wrecking financial confidence. #demonetization https…
Fri Nov 18 14:54:15 +0000 2016	ishanishu	RT @_groww: Its your chance to Cash-in on #demonetization . Read more https://t.co/fEDJ0u2wfc https://t.co/IdJwTifkGu
Fri Nov 18 14:54:08 +0000 2016	itspriyarulez	"RT @bindasladki: #EkSacchaKadam has turned into 1.25 Billion steps. Salute to @narendramodi
#demonetization #iamwithmodi #IsupportMyPM #bin…"
Fri Nov 18 14:54:07 +0000 2016	RanjitAtWork	RT @spoof_woof: @ArvindKejriwal #demonetization https://t.co/JBT70PtL6Z
Fri Nov 18 14:54:05 +0000 2016	dranujtewatia	RT @bainjal: Indicative of a huge currency shortage. Daily arbitrary changes in rules. Wrecking financial confidence. #demonetization https…
Fri Nov 18 14:54:03 +0000 2016	dwivedikaran13	@EconomicTimes @narendramodi  @arunjaitley #demonetization a salute to team BJP lead by greatest leader INDIA has seen in recent times. 1-2
Fri Nov 18 14:54:02 +0000 2016	leoarvind	RT @SarahTantray: #demonetization #aftereffects #loss #whenwillrecoveryhappen https://t.co/dq8yDpcAsn
Fri Nov 18 14:54:01 +0000 2016	jaijaicongress	RT @RanaAyyub: how anti national of the supreme court #demonetization https://t.co/f1GQBWhEp5
Fri Nov 18 14:53:58 +0000 2016	KainPradeep	RT @siddharthzadoo: Respected @FinMinIndia @arunjaitley @RBI  Please Help as the marriage is scheduled on 23rd Nov !! #Demonetization https…
Fri Nov 18 14:53:57 +0000 2016	DharSurinder	RT @myvotetoday: देखिये कैसे #CongKaRavish को बुलंदशहर की जनता ने जबर्दस्ती #demonetization विरोधी खबर करने पर उलटे पाँव भगाया. https://t.c…
Fri Nov 18 14:53:54 +0000 2016	the_akhbaar	"Do Not Be Misused By The Corrupt: Government Warning on Notes Ban

#demonetization 
https://t.co/zTp0AuCNwu https://t.co/wnsOUEI0ir"
Fri Nov 18 14:53:53 +0000 2016	dinakaran	RT @OMMBHASKAR: Dear International CM@ArvindKejriwal plz listen what your Guru, Anna says about #demonetization.U r badly exposed now so st…
Fri Nov 18 14:53:53 +0000 2016	sivapolineni	"RT @Gitanjali_DS: #BuntyAurBabli 
#Demonetization 
#CashCleanUp 
#Demonetization 
#SoDamnTrue 😂😂😂 https://t.co/bUGW1zFJOt"
Fri Nov 18 14:53:52 +0000 2016	virginkudi	"RT @bindasladki: #EkSacchaKadam has turned into 1.25 Billion steps. Salute to @narendramodi
#demonetization #iamwithmodi #IsupportMyPM #bin…"
Fri Nov 18 14:53:51 +0000 2016	Shan25k	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 14:53:51 +0000 2016	rubbaan	My job these days is to look who's getting richer or stupid and who's losing money or getting wiser?! #demonetization
Fri Nov 18 14:53:50 +0000 2016	ukshahi	"Awesome write up by @RitaG74 where in she exposes AwardWapsi Gang dat is back post #Demonetization.
https://t.co/sttISIWJfQ via @SatyaVijayi"
Fri Nov 18 14:53:50 +0000 2016	vickybpcl2612	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 14:53:46 +0000 2016	ManiKing_0179	RT @SharikINC: People in villages and in the northeastern states are unable to withdraw money. #demonetization
Fri Nov 18 14:53:46 +0000 2016	blue21sky	"RT @sush091979: Till now ATMs didn't have germs just after #demonetization there is germs!!
These morons r the Fourth Pillar of our democra…"
Fri Nov 18 14:53:45 +0000 2016	ronset1	"RT @BJP_RSS: Everyone should read 👇👇👇👇👇
Major benefits of #Demonetization that you don't see in media coverage. 
#ModiFightsCorruption #Bla…"
Fri Nov 18 14:53:40 +0000 2016	shahsuneel	"RT @SpecialCoverage: हरियाणा: पोस्ट ऑफिस कर्मचारियों ने हॉस्पिटल जाकर मरीजों का कैश किया एक्सचेंज
https://t.co/OOwX6LA3Pr
#demonetization @…"
Fri Nov 18 14:53:40 +0000 2016	shahsuneel	"RT @SpecialCoverage: हरियाणा: पोस्ट ऑफिस कर्मचारियों ने हॉस्पिटल जाकर मरीजों का कैश किया एक्सचेंज
https://t.co/OOwX6LA3Pr
#demonetization @…"
Fri Nov 18 14:53:40 +0000 2016	Retributions	Economist Arun Kumar is unconvinced  that #demonetization will make any major dent in the black economy.  https://t.co/9c0PYVgvEs
Fri Nov 18 14:53:37 +0000 2016	whoremoness	@IndianExpress bhai #demonetization se ubhar lene dijiye,aapka wohi sapna bhut dukh de raha aur nahi! #NarendraModiBewafaHai
Fri Nov 18 14:53:36 +0000 2016	girlzteam	"RT @bindasladki: #EkSacchaKadam has turned into 1.25 Billion steps. Salute to @narendramodi
#demonetization #iamwithmodi #IsupportMyPM #bin…"
Fri Nov 18 14:53:33 +0000 2016	NMukhii	"RT @SalmanSoz: Economy will suffer due to #demonetization. How much is anybody's guess. @mkvenu1 brings some disturbing info.

https://t.co…"
Fri Nov 18 14:53:32 +0000 2016	ab041937	RT @GehlawatSid: Had BJP leaders got prior info about #demonetization why would he carry 91L cash only to be caught by Maha(BJP govt)Police…
Fri Nov 18 14:53:31 +0000 2016	srikhetradham	RT @airnewsalerts: Nearly 700 #Petrolpumps start dispensing #cash through #debitcards swipe for convenience of people. #demonetization http…
Fri Nov 18 14:53:31 +0000 2016	urfriendroshan	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 14:53:29 +0000 2016	spoof_woof	@ArvindKejriwal #demonetization https://t.co/JBT70PtL6Z
Fri Nov 18 14:53:29 +0000 2016	SUBHASBARMA	RT @janlokpal: Reaction of Aam Aadmi Party leader Ashutosh when he learned about #demonetization https://t.co/OepaLUM56L
Fri Nov 18 14:53:28 +0000 2016	vishalkumarg87	All other services at #banks will be operational tomorrow #demonetization
Fri Nov 18 14:53:27 +0000 2016	LillyMaryPinto	"RT @YesIamSaffron: Must Watch
.
Delhities Standing in Long Bank Que's Praising PM Modi's #Demonetization &amp; Cursing Thug @ArvindKejriwal
htt…"
Fri Nov 18 14:53:26 +0000 2016	IshtiaqMAhmed	#demonetization #RBIgovernor shuld advise banks to have two windows, morning hours for exchange /deposit another for withdrwl over counter
Fri Nov 18 14:53:26 +0000 2016	ManishRajVerma	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 14:53:23 +0000 2016	babaghumakkad	#demonetization . Most of the developers who are currently taking old cash are 'farmers' also (they have shown agricultural income in I.t )
Fri Nov 18 14:53:22 +0000 2016	anujrajput86	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 14:53:21 +0000 2016	Gajen72	People are scared to oppose openly on #Demonetization but are angry of this, even hardcore bhakts. https://t.co/sIxjSPQv2l
Fri Nov 18 14:53:20 +0000 2016	agaroha	#demonetization if I disagree will it termed as antinational or someone with black money
Fri Nov 18 14:53:20 +0000 2016	KSVSUBRAMANIAN	RT @vschanna: Orderly queues. No chaos. Overheard a conversation : For country's sake we will put up with this little pain. #demonetization…
Fri Nov 18 14:53:15 +0000 2016	Kavita_M57	"RT @savitha_rao: @YesIamSaffron @Kavita_M57
Tdy if @ArvindKejriwal stands for elections he will lose his deposit money
#demonetization"
Fri Nov 18 14:53:15 +0000 2016	seetharamakota1	RT @sona2905: When I explained #Demonetization to myself and tried to put it down in my words which are not laced with any heavy technical…
Fri Nov 18 14:53:15 +0000 2016	NMukhii	RT @ukpccd: ₹500 / ₹1000 के नोटों पर बैन से कोई फ़ायदा नहीं होगा, #कालेधन के नाम पर केवल आमजन हो रहा है परेशान। #demonetization https://t.c…
Fri Nov 18 14:53:14 +0000 2016	Human_Spirit1	RT @ANI_news: Decision will benefit people in the long run, dishonest will fall in line: Venkaiah Naidu #demonetization https://t.co/C7LOEM…
Fri Nov 18 14:53:13 +0000 2016	Taradattsuyal	RT @ANI_news: Aam Aadmi Party naraz ho sakti hai, par aam aadmi naraz nahi hai: Union Minister Venkaiah Naidu #demonetization https://t.co/…
Fri Nov 18 14:53:12 +0000 2016	aarif787	"RT @OfficeOfArjun: और इस गुजरात माडल के FORTUNE अर्धशतक Powered by JIO को हिंदी में व्यापम कहा जाएगा। 

#demonetization

https://t.co/WRW3C…"
Fri Nov 18 14:53:12 +0000 2016	DhanshreeHalbe	"RT @zee24taasnews: बँकांमध्ये उद्या नोट बदली होणार नाही
https://t.co/oVH5nQt5rz
#demonetization https://t.co/Kqyxq72F1g"
Fri Nov 18 14:53:12 +0000 2016	parthapinaki	RT @soumen4u: Ten days have passed since the #demonetization announcement, slowly but surely we are moving towards normalisation in money t…
Fri Nov 18 14:53:12 +0000 2016	IMPramodGaikwad	@MVenkaiahNaidu @BJP4Karnataka  @narendramodi  we are with you sir. We support #demonetization
Fri Nov 18 14:53:11 +0000 2016	bindasladki	"#EkSacchaKadam has turned into 1.25 Billion steps. Salute to @narendramodi
#demonetization #iamwithmodi #IsupportMyPM #bindasladki"
Fri Nov 18 14:53:10 +0000 2016	daga_yogesh	RT @EconomicTimes: #demonetization: One-day ban on note exchange tomorrow, only senior citizens to be allowed: Sources https://t.co/t96yxJH…
Fri Nov 18 14:53:09 +0000 2016	WHW_Heisenberg	RT @SonaChele1: Greatest tweet on #demonetization ! https://t.co/3vgwBYP6A1
Fri Nov 18 14:53:09 +0000 2016	Jha100Jha	"One-day ban on note exchange tomorrow, only senior citizens to be allowed, sources.
#demonetization
आपका पैसा सुरक्… https://t.co/rCCKDUbqTC"
Fri Nov 18 14:53:07 +0000 2016	varshavg1	"RT @HEMANTtripathy: On #7DaysToDearZindagi @karanjohar to @narendramodi : ""Enough is enf, 1st #MNS on #adhm and now #demonetization #noteba…"
Fri Nov 18 14:53:07 +0000 2016	ManiKing_0179	"RT @Itukpcc: #नोटबंदी सुप्रीम कोर्ट की कड़ी टिप्पणी, मामला गंभीर सड़कों पर हो सकते हैं दंगे
#demonetization से मोदी सरकार बेफिक्र
https://t…"
Fri Nov 18 14:53:06 +0000 2016	mainniteish	RT @airnewsalerts: Nearly 700 #Petrolpumps start dispensing #cash through #debitcards swipe for convenience of people. #demonetization http…
Fri Nov 18 14:53:05 +0000 2016	SnehashisSahoo	@MamataOfficial what are you doing at delhi. You must be on ground helping out the people in distress.#demonetization
Fri Nov 18 14:53:03 +0000 2016	kachadhari	"RT @AmarUjalaNews: #BigNews नोट बंदीः सुप्रीम कोर्ट की कड़ी टिप्पणी, मामला गंभीर सड़कों पर हो सकते हैं दंगे
#demonetization 
https://t.co/m…"
Fri Nov 18 14:53:02 +0000 2016	IrfyisIN	"जब नोट रखते हो हज़ारों में, तो कुछ दिन तो गुज़ारो क़तारों में!
Bank Tourism Dept 😀
#Currency #Demonetization"
Fri Nov 18 14:53:02 +0000 2016	vdehejia	RT @ramprasad_c: When I hear people complaining about Govt changing #demonetization rules often, I'm reminded of this. Damned if you do, da…
Fri Nov 18 14:53:01 +0000 2016	mukul1781	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 14:53:00 +0000 2016	Satya4u777	RT @ANINewsUP: People are facing trouble due to #demonetization, so we decided to help them by proving smaller currency notes from our pigg…
Fri Nov 18 14:52:59 +0000 2016	AasifJaipuri	RT @ANINewsUP: People are facing trouble due to #demonetization, so we decided to help them by proving smaller currency notes from our pigg…
Fri Nov 18 14:52:55 +0000 2016	barot0016	RT @siddharthzadoo: Respected @FinMinIndia @arunjaitley @RBI  Please Help as the marriage is scheduled on 23rd Nov !! #Demonetization https…
Fri Nov 18 14:52:54 +0000 2016	abhijix	RT @newslaundry: Modi has declared war on corruption. If this is how we fight wars, god save us | @ARangarajan1972 #demonetization: https:/…
Fri Nov 18 14:52:51 +0000 2016	ranjeetjha1974	@IndiaToday Was the money deposited Black ? Was the money withdrawn Black? If both r NO, then why #demonetization  ?
Fri Nov 18 14:52:51 +0000 2016	Dhaval999Vora	@narendramodi @arunjaitley go ahead. Great job done. Some media and politicians are creating bad atmosphere #ImwithPM #demonetization
Fri Nov 18 14:52:51 +0000 2016	LawShukla	RT @ANI_news: Step taken by PM Modi is highly appreciable, but #demonetization is implemented without doing any homework: BJP MP Shatrughan…
Fri Nov 18 14:52:49 +0000 2016	Aman_Upadhyay13	"जब अच्छा ड्राइवर चुन ही लिया है ,तो खतरनाक मोड़ो,पर धमकाने,चिल्लाने के बजाये उस पे भरोसा रखे ,मंजिल तक गाड़ी जरूर पहुंचेगी।
#demonetization"
Fri Nov 18 14:52:49 +0000 2016	chalungal	RT @dna: #Demonetization: #AbhishekBachchan comes out in support of #PM #Modi's move https://t.co/vRCOwvaEXK https://t.co/ET8Ed1peVm
Fri Nov 18 14:52:47 +0000 2016	gduttsharma	#Demonetization#AbhishekBachchan comes out in support of PM @narendramodi move https://t.co/JcIP4PVBW1 https://t.co/YFbaOjifq3@HinduRajyam
Fri Nov 18 14:52:46 +0000 2016	InnovativeHindu	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 14:52:46 +0000 2016	AASHISH8294	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 14:52:46 +0000 2016	savitha_rao	"@YesIamSaffron @Kavita_M57
Tdy if @ArvindKejriwal stands for elections he will lose his deposit money
#demonetization"
Fri Nov 18 14:52:45 +0000 2016	Ashvinrc1	RT @ANINewsUP: People are facing trouble due to #demonetization, so we decided to help them by proving smaller currency notes from our pigg…
Fri Nov 18 14:52:44 +0000 2016	RanjitAtWork	"Whatsapp fwd:
Kitne saalo baad iss tasveer ka matlab samaz me aaya....

Ye sabhi ATM jaa rahe hai....… https://t.co/DZMl1Uy8CR"
Fri Nov 18 14:52:44 +0000 2016	_Hinduism_	"How they change their stance.

After effects of #demonetization https://t.co/kAmiyZuXCJ"
Fri Nov 18 14:52:43 +0000 2016	VikramS67230239	RT @MumCongress: In last 9 days economy of Mumbai, hits rock bottoms due to #Demonetization. #BlackMoney https://t.co/XC7X6WNcje
Fri Nov 18 14:52:42 +0000 2016	AAOLion	"RT @sukanyaiyer2: @BhaktBusters @roshan_b @AAOLion @AcmatixJoshi @priyan148 we are doing our job by implementing #DeMonetization
You ppl ar…"
Fri Nov 18 14:52:41 +0000 2016	ajay_khattri	"RT @NaIna0806: Got my Rs 2000 cash thru mobile vans.Queues much shorter.Even in mumbai people criticizing @ArvindKejriwal 
#DeMonetization…"
Fri Nov 18 14:52:39 +0000 2016	SharikINC	People in villages and in the northeastern states are unable to withdraw money. #demonetization
Fri Nov 18 14:52:39 +0000 2016	jhon23camp	RT @bainjal: Indicative of a huge currency shortage. Daily arbitrary changes in rules. Wrecking financial confidence. #demonetization https…
Fri Nov 18 14:52:38 +0000 2016	vinay9935472006	बन रहा भारत सोच और चिल पो मचा रहे है काले धन वाले #Demonetization
Fri Nov 18 14:52:38 +0000 2016	vashisht_suri	RT @ANI_news: Aam Aadmi Party naraz ho sakti hai, par aam aadmi naraz nahi hai: Union Minister Venkaiah Naidu #demonetization https://t.co/…
Fri Nov 18 14:52:37 +0000 2016	1amrealme	"For the first time,I see only SBI banks are working while others are not
#demonetization"
Fri Nov 18 14:52:36 +0000 2016	patriotcheated	RT @ashish0108sheth: @FinMinIndia @arunjaitley  we appreciate #demonetization but what about our hard earned legitimate money that #NSEL sc…
Fri Nov 18 14:52:35 +0000 2016	InnovativeHindu	RT @MinhazMerchant: Adi Godrej says #demonetization impact on realty prices exaggerated, but @arunjaitley must re-introduce 1000 note https…
Fri Nov 18 14:52:34 +0000 2016	mohitoz	Cashless in India: It's a 'good problem to have' for PoS terminal makers #demonetization #Rs1000  https://t.co/8q8jo23V7x
Fri Nov 18 14:52:30 +0000 2016	spoof_woof	"#demonetization 
@BeingBhagatS @JoinAAP @Komal_Indian https://t.co/ex709KzGiG"
Fri Nov 18 14:52:28 +0000 2016	kingptd_SRK	"RT @zee24taasnews: बँकांमध्ये उद्या नोट बदली होणार नाही
https://t.co/oVH5nQt5rz
#demonetization https://t.co/Kqyxq72F1g"
Fri Nov 18 14:52:25 +0000 2016	socialmediatbn	"Hope @narendramodi 
Understood Media Mafia Fabricated News on #demonetization 
Specific 
@PrannoyRoyNDTV 
@abpnewshindi 
@RajatSharmaLive"
Fri Nov 18 14:52:25 +0000 2016	Sheks65	RT @salonishuklaET: IBA Chief Rajeev Rishi: From Monday onwards we will be back helping all customers #demonetization
Fri Nov 18 14:52:25 +0000 2016	DeviklalLal	RT @siddharthzadoo: Respected @FinMinIndia @arunjaitley @RBI  Please Help as the marriage is scheduled on 23rd Nov !! #Demonetization https…
Fri Nov 18 14:52:24 +0000 2016	DSGiri	"RT @NaIna0806: Got my Rs 2000 cash thru mobile vans.Queues much shorter.Even in mumbai people criticizing @ArvindKejriwal 
#DeMonetization…"
Fri Nov 18 14:52:23 +0000 2016	krunalofficial	Only Senior Citizens Allowed to Exchange Old Notes Tomorrow. #Demonetization #ModiFightsCorruption
Fri Nov 18 14:52:21 +0000 2016	gmkrishna	"RT @NaIna0806: Another misinformation spread.Inedible ink is permissible on right hand finger in d banks .#DeMonetization 
@ndtv https://t.…"
Fri Nov 18 14:52:17 +0000 2016	pushpender2087	RT @ANI_news: The queues are not getting longer but are getting shorter day by day: Chanda Kochar,ICIC MD and CEO #demonetization https://t…
Fri Nov 18 14:52:16 +0000 2016	sheetal_m_b	"Only senior citizens allowed to exchange old notes tomorrow
https://t.co/ER5iAWYMJn
-via @inshorts #demonetization #CashExchange"
Fri Nov 18 14:52:15 +0000 2016	adisave	"The #govt using #Infographics to counter all the #Whatsapp based #rumours on #demonetization 

https://t.co/6iLSSpU42O"
Fri Nov 18 14:52:14 +0000 2016	AmitabhBarooa	RT @RatanSharda55: Thank! #Modi could avoid getting sacked for #demonetization. Courts now more concerned about governance than crimes. htt…
Fri Nov 18 14:52:11 +0000 2016	minashikkar	"महत्वाची बातमी: 

उद्या शनिवारी १९ नोव्हेंबर २०१६ रोजी बँकेत ५००/१००० च्या जुन्या नोटा बदलून मिळणार नाहीत 

#नाशिक #Nashik #Demonetization"
Fri Nov 18 14:52:10 +0000 2016	saurabh_m_patel	"RT @vickyarora03: life cycle  of 2000rs note
#demonetization https://t.co/X1ayZJiuku"
Fri Nov 18 14:52:10 +0000 2016	guruji_	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 14:52:07 +0000 2016	suryakantmish1	"RT @AAPforINDIA: मोदी झूट बोलते है.... 

इन महाशय को आज ज्ञयात हुवा कि मोदी जी झूट बोलतें है 😂

देर आये दुरुस्त आये !!

#demonetization htt…"
Fri Nov 18 14:52:04 +0000 2016	SharikINC	"Not only printing... it has to be transported to lakhs of branches across the country and ATMs have to re-calibrated."" #demonetization"
Fri Nov 18 14:52:03 +0000 2016	jtndrsrn	RT @ramprasad_c: When I hear people complaining about Govt changing #demonetization rules often, I'm reminded of this. Damned if you do, da…
Fri Nov 18 14:52:03 +0000 2016	OMMBHASKAR	Dear International CM@ArvindKejriwal plz listen what your Guru, Anna says about #demonetization.U r badly exposed n… https://t.co/rQ2yCNoWFV
Fri Nov 18 14:52:02 +0000 2016	urfriendroshan	RT @ANI_news: Aam Aadmi Party naraz ho sakti hai, par aam aadmi naraz nahi hai: Union Minister Venkaiah Naidu #demonetization https://t.co/…
Fri Nov 18 14:52:01 +0000 2016	devsharma99	RT @sudarsansand: My humble appeal to all to pl have patience and draw what they need from ATMs during this #Demonetization phase. My SandA…
Fri Nov 18 14:51:56 +0000 2016	babaghumakkad	"#demonetization  Most of the cash is being transferred to real estate. 
The general market rate for a conversion is around 20% ."
Fri Nov 18 14:51:56 +0000 2016	RishiPandey007	@BDUTT Mam ur interview of Mr @ArvindKejriwal is hilarious Man is now supporting #sp n #bsparty2017 #ModiFightsCorruption #demonetization
Fri Nov 18 14:51:55 +0000 2016	ravi389kc	"RT @RealAmitBagaria: Do @OfficeOfRG and #KejriPappuDidiTypes #SeeThroughToilet to not
accept #demonetization
as #EkSacchaKadam https://t.co…"
Fri Nov 18 14:51:54 +0000 2016	amitsinhatsm1	#demonetization ,the price of real estate is down by 25%, stocks/MFs down by 30%FD rates reduced.Don't see a positive trend.@ArvindKejriwal
Fri Nov 18 14:51:51 +0000 2016	_AtulKumar_	Massive disinformation unleashed by GOI on #demonetization
Fri Nov 18 14:51:47 +0000 2016	Justwatchreview	"Whatsapp Forward message.. ha ha ha.. #demonetization 
Now u can say,

India is மை country.

All Indians are மை brothers and மை sisters."
Fri Nov 18 14:51:45 +0000 2016	dhanasingh0001	RT @theCandidDiva: हम लोग रोज रोज Dp बदलते है......😆😆 बापू ने 1 ही बार Dp बदला तो सबका BP बढ गया😂😂😂😂 #demonetization
Fri Nov 18 14:51:45 +0000 2016	AmitHPanchal	Only Senior Citizens Allowed to Exchange Old Notes Tomorrow. #Demonetization
